GeneID	Chr	Start	End	Strand	Length
ENSG00000252355.1	chr11	43435132	43435397	-	266
ENSG00000254463.1	chr11	43466392	43466871	+	480
ENSG00000213697.3	chr11	43522036	43523264	+	1229
ENSG00000283217.1	chr11	43556436	43673393	+	116958
ENSG00000211568.1	chr11	43559656	43559753	+	98
ENSG00000235661.3	chr11	43569306	43570395	+	1090
ENSG00000283341.1	chr11	43578889	43840030	+	261142
ENSG00000199077.3	chr11	43581394	43581483	+	90
ENSG00000149084.12	chr11	43680558	43856617	+	176060
ENSG00000283393.1	chr11	43718676	43719143	+	468
ENSG00000243721.1	chr11	43718676	43719146	+	471
ENSG00000254512.1	chr11	43733759	43734564	+	806
ENSG00000283483.1	chr11	43733761	43734564	+	804
ENSG00000246250.2	chr11	43829709	43880726	-	51018
ENSG00000283375.1	chr11	43855913	43856404	-	492
ENSG00000166199.12	chr11	43880811	43920266	+	39456
ENSG00000213693.4	chr11	43897456	43899636	+	2181
ENSG00000244926.6	chr11	43909292	43920944	-	11653
ENSG00000254409.2	chr11	43921059	44001157	+	80099
ENSG00000187479.6	chr11	43942505	43944338	+	1834
ENSG00000244953.1	chr11	43943787	43947206	-	3420
ENSG00000205126.2	chr11	44047981	44059977	+	11997
ENSG00000110455.13	chr11	44065925	44084222	+	18298
ENSG00000255165.1	chr11	44071462	44072403	+	942
ENSG00000151348.13	chr11	44095549	44245429	+	149881
ENSG00000052850.5	chr11	44260444	44310166	-	49723
ENSG00000255451.1	chr11	44468464	44470429	+	1966
ENSG00000255106.1	chr11	44539778	44540693	-	916
ENSG00000085117.11	chr11	44564427	44620363	+	55937
ENSG00000254693.1	chr11	44604508	44605337	-	830
ENSG00000255092.1	chr11	44606170	44608101	-	1932
ENSG00000244267.1	chr11	44629357	44629674	+	318
ENSG00000275725.1	chr11	44656771	44656920	+	150
ENSG00000255079.1	chr11	44694863	44696301	-	1439
ENSG00000255032.1	chr11	44719392	44736692	-	17301
ENSG00000157570.11	chr11	44726465	44932421	+	205957
ENSG00000175274.18	chr11	44885903	44951306	-	65404
ENSG00000254654.1	chr11	44973902	44978028	+	4127
ENSG00000019485.13	chr11	45095806	45235110	+	139305
ENSG00000254664.1	chr11	45215815	45235292	-	19478
ENSG00000019505.7	chr11	45240301	45286319	-	46019
ENSG00000254497.1	chr11	45253884	45254649	+	766
ENSG00000254427.1	chr11	45355371	45366121	+	10751
ENSG00000255267.3	chr11	45371397	45388508	+	17112
ENSG00000255041.1	chr11	45387215	45513802	-	126588
ENSG00000254651.1	chr11	45399448	45400528	+	1081
ENSG00000254746.5	chr11	45489689	45542474	-	52786
ENSG00000255519.1	chr11	45514187	45514451	+	265
ENSG00000254514.1	chr11	45582525	45583474	+	950
ENSG00000175264.7	chr11	45648877	45665622	-	16746
ENSG00000255091.1	chr11	45651529	45652691	+	1163
ENSG00000276639.1	chr11	45691704	45691776	-	73
ENSG00000254519.3	chr11	45722308	45744254	+	21947
ENSG00000255426.1	chr11	45733994	45735766	-	1773
ENSG00000255226.1	chr11	45750823	45751871	-	1049
ENSG00000205106.4	chr11	45771432	45772358	+	927
ENSG00000181830.8	chr11	45804072	45813015	+	8944
ENSG00000255447.1	chr11	45813219	45825258	+	12040
ENSG00000121671.11	chr11	45847118	45883248	+	36131
ENSG00000121653.11	chr11	45885651	45906465	+	20815
ENSG00000255498.1	chr11	45905941	45906461	-	521
ENSG00000234776.4	chr11	45906513	45907282	-	770
ENSG00000121680.15	chr11	45909669	45918812	-	9144
ENSG00000165905.17	chr11	45921621	45929096	+	7476
ENSG00000135365.15	chr11	45929323	46121178	-	191856
ENSG00000254653.1	chr11	46116578	46117318	+	741
ENSG00000255314.2	chr11	46123573	46177106	+	53534
ENSG00000254871.1	chr11	46142716	46143594	+	879
ENSG00000255269.2	chr11	46213824	46220438	-	6615
ENSG00000254639.1	chr11	46238382	46239267	+	886
ENSG00000255007.1	chr11	46256355	46274547	-	18193
ENSG00000157613.10	chr11	46277661	46321422	+	43762
ENSG00000149091.15	chr11	46332905	46380554	+	47650
ENSG00000264102.1	chr11	46376402	46376484	+	83
ENSG00000110492.15	chr11	46380756	46383837	+	3082
ENSG00000180720.7	chr11	46385098	46386608	-	1511
ENSG00000110497.14	chr11	46396414	46594125	-	197712
ENSG00000244313.3	chr11	46428653	46429150	-	498
ENSG00000265014.1	chr11	46451805	46451889	-	85
ENSG00000283497.1	chr11	46451807	46451887	+	81
ENSG00000180423.4	chr11	46602861	46617909	-	15049
ENSG00000175224.16	chr11	46617527	46674818	+	57292
ENSG00000175220.11	chr11	46677080	46700615	-	23536
ENSG00000175213.2	chr11	46700818	46705912	+	5095
ENSG00000180210.14	chr11	46719180	46739506	+	20327
ENSG00000175216.14	chr11	46743048	46846308	-	103261
ENSG00000263540.1	chr11	46753125	46753192	-	68
ENSG00000252427.1	chr11	46758766	46758873	-	108
ENSG00000212135.1	chr11	46762389	46762499	-	111
ENSG00000247675.6	chr11	46846412	46874396	+	27985
ENSG00000134569.9	chr11	46856868	46918642	-	61775
ENSG00000149179.13	chr11	46936689	47164385	+	227697
ENSG00000271350.1	chr11	47041027	47041945	-	919
ENSG00000255520.1	chr11	47123104	47130801	-	7698
ENSG00000149182.14	chr11	47164299	47177125	-	12827
ENSG00000270060.1	chr11	47168281	47169563	-	1283
ENSG00000165912.15	chr11	47177525	47186443	-	8919
ENSG00000275208.1	chr11	47179611	47179737	-	127
ENSG00000243802.2	chr11	47191181	47191542	-	362
ENSG00000134574.11	chr11	47214465	47239240	+	24776
ENSG00000256897.1	chr11	47220218	47221751	-	1534
ENSG00000134575.9	chr11	47239302	47248906	-	9605
ENSG00000025434.18	chr11	47248300	47269032	+	20733
ENSG00000110514.19	chr11	47269161	47330031	+	60871
ENSG00000256746.5	chr11	47270657	47272110	-	1454
ENSG00000283338.1	chr11	47323983	47324181	+	199
ENSG00000134571.10	chr11	47331397	47352702	-	21306
ENSG00000066336.11	chr11	47354860	47378576	-	23717
ENSG00000255197.5	chr11	47383148	47409190	-	26043
ENSG00000264583.1	chr11	47400970	47401042	+	73
ENSG00000165915.13	chr11	47407132	47416501	+	9370
ENSG00000165916.8	chr11	47418769	47426473	-	7705
ENSG00000165917.9	chr11	47437757	47449178	-	11422
ENSG00000149187.18	chr11	47465933	47565569	-	99637
ENSG00000270072.1	chr11	47513605	47514889	-	1285
ENSG00000265559.2	chr11	47557534	47557833	-	300
ENSG00000213619.9	chr11	47565336	47584562	+	19227
ENSG00000110536.13	chr11	47565430	47573461	+	8032
ENSG00000123444.13	chr11	47572197	47579015	-	6819
ENSG00000200376.1	chr11	47576471	47576588	-	118
ENSG00000231880.2	chr11	47577725	47578277	+	553
ENSG00000196666.4	chr11	47586693	47589194	+	2502
ENSG00000172247.3	chr11	47589664	47594659	-	4996
ENSG00000109919.9	chr11	47617315	47642623	-	25309
ENSG00000165923.15	chr11	47659591	47715389	-	55799
ENSG00000109920.12	chr11	47716517	47767443	-	50927
ENSG00000200090.1	chr11	47726894	47726992	-	99
ENSG00000030066.13	chr11	47778087	47848555	-	70469
ENSG00000271543.1	chr11	47796169	47796379	+	211
ENSG00000252941.1	chr11	47804296	47804402	-	107
ENSG00000252874.2	chr11	47820200	47820289	-	90
ENSG00000271557.1	chr11	47841324	47841682	+	359
ENSG00000254780.1	chr11	47905323	47905607	-	285
ENSG00000149177.12	chr11	47980558	48170841	+	190284
ENSG00000254879.1	chr11	48014406	48015855	-	1450
ENSG00000263693.1	chr11	48096782	48096858	+	77
ENSG00000175619.3	chr11	48216810	48217739	+	930
ENSG00000255514.1	chr11	48227429	48228310	+	882
ENSG00000172208.6	chr11	48245056	48246080	+	1025
ENSG00000176567.1	chr11	48263861	48264778	+	918
ENSG00000176555.1	chr11	48306223	48307152	+	930
ENSG00000176547.9	chr11	48324920	48328471	+	3552
ENSG00000197161.7	chr11	48345351	48352447	-	7097
ENSG00000176540.3	chr11	48365485	48366465	-	981
ENSG00000182565.8	chr11	48420210	48421273	+	1064
ENSG00000184789.6	chr11	48432217	48433147	-	931
ENSG00000254925.1	chr11	48464053	48464977	-	925
ENSG00000255215.1	chr11	48486363	48486825	-	463
ENSG00000237388.2	chr11	48488717	48489780	+	1064
ENSG00000255113.1	chr11	48492026	48492416	+	391
ENSG00000255304.1	chr11	48496348	48497280	+	933
ENSG00000254832.1	chr11	48512273	48513220	+	948
ENSG00000255534.1	chr11	48526064	48526971	+	908
ENSG00000213607.4	chr11	48579436	48580336	+	901
ENSG00000255297.1	chr11	48589760	48590687	+	928
ENSG00000254674.1	chr11	48610063	48611000	+	938
ENSG00000255053.1	chr11	48627546	48628493	+	948
ENSG00000255551.1	chr11	48880111	48885237	+	5127
ENSG00000254728.1	chr11	48881723	48902181	-	20459
ENSG00000254920.1	chr11	48893256	48898703	+	5448
ENSG00000255527.1	chr11	48907103	48908946	+	1844
ENSG00000249910.3	chr11	48945694	48951895	+	6202
ENSG00000254517.1	chr11	48959928	48961810	+	1883
ENSG00000220948.4	chr11	48975501	48981695	-	6195
ENSG00000254764.1	chr11	48985871	48991881	-	6011
ENSG00000205044.4	chr11	49009959	49015894	-	5936
ENSG00000182053.12	chr11	49027501	49038451	+	10951
ENSG00000214891.9	chr11	49053714	49059112	-	5399
ENSG00000276637.1	chr11	49067610	49069301	+	1692
ENSG00000254801.1	chr11	49070752	49071000	-	249
ENSG00000229361.5	chr11	49081907	49083097	+	1191
ENSG00000255452.1	chr11	49092404	49092767	+	364
ENSG00000254412.1	chr11	49098163	49101168	-	3006
ENSG00000255338.1	chr11	49110756	49111220	+	465
ENSG00000254993.1	chr11	49117019	49124570	-	7552
ENSG00000254567.2	chr11	49133653	49134800	-	1148
ENSG00000086205.17	chr11	49146635	49208670	-	62036
ENSG00000255532.1	chr11	49305714	49379669	+	73956
ENSG00000123447.6	chr11	49405091	49415789	-	10699
ENSG00000254496.1	chr11	49406190	49406714	+	525
ENSG00000226268.3	chr11	49433480	49434438	-	959
ENSG00000205035.8	chr11	49558546	49810419	+	251874
ENSG00000254487.2	chr11	49817778	49825553	+	7776
ENSG00000255268.2	chr11	49824839	49826724	-	1886
ENSG00000219061.4	chr11	49833140	49839320	-	6181
ENSG00000265973.1	chr11	49843488	49846533	-	3046
ENSG00000254714.1	chr11	49850629	49862528	+	11900
ENSG00000255550.1	chr11	49854080	49859402	-	5323
ENSG00000255214.1	chr11	49871826	49874067	-	2242
ENSG00000255190.2	chr11	49874945	49876638	+	1694
ENSG00000254800.2	chr11	49882999	49884093	+	1095
ENSG00000255111.1	chr11	49892262	49893777	-	1516
ENSG00000254408.1	chr11	49898267	49899186	-	920
ENSG00000254472.1	chr11	49915013	49915644	-	632
ENSG00000254637.1	chr11	49917391	49918478	-	1088
ENSG00000254940.1	chr11	49920312	49921414	-	1103
ENSG00000254624.1	chr11	49923049	49923886	+	838
ENSG00000258817.1	chr11	49952391	49953419	+	1029
ENSG00000221954.2	chr11	49981473	49982535	-	1063
ENSG00000283605.1	chr11	50018798	50019695	+	898
ENSG00000260811.1	chr11	50032874	50033794	+	921
ENSG00000260595.1	chr11	50053410	50054309	-	900
ENSG00000255199.2	chr11	50100892	50102898	-	2007
ENSG00000255442.1	chr11	50170156	50190441	+	20286
ENSG00000236919.3	chr11	50246554	50247761	-	1208
ENSG00000255500.2	chr11	50268161	50269273	+	1113
ENSG00000255042.3	chr11	50279828	50298452	-	18625
ENSG00000255001.1	chr11	50290749	50290933	+	185
ENSG00000254518.1	chr11	50298579	50304656	+	6078
ENSG00000254840.1	chr11	50307681	50361706	+	54026
ENSG00000214883.4	chr11	50409042	50422316	+	13275
ENSG00000237610.1	chr11	54591480	54592409	+	930
ENSG00000185926.1	chr11	54603069	54603998	-	930
ENSG00000255312.1	chr11	54635037	54635955	-	919
ENSG00000255560.1	chr11	54657120	54657716	-	597
ENSG00000254769.3	chr11	54659666	54660595	+	930
ENSG00000254464.1	chr11	54662580	54663450	+	871
ENSG00000227547.3	chr11	54667298	54668210	+	913
ENSG00000225997.1	chr11	54682877	54683821	+	945
ENSG00000255349.1	chr11	54692450	54693359	+	910
ENSG00000221840.4	chr11	54706832	54707902	+	1071
ENSG00000255078.1	chr11	54724847	54725816	+	970
ENSG00000150244.11	chr11	55262182	55271119	+	8938
ENSG00000255543.1	chr11	55267408	55267636	+	229
ENSG00000255283.3	chr11	55279447	55284749	-	5303
ENSG00000255110.1	chr11	55279949	55280289	+	341
ENSG00000166007.11	chr11	55291883	55298270	-	6388
ENSG00000254828.1	chr11	55302290	55305060	-	2771
ENSG00000254663.1	chr11	55318560	55319465	+	906
ENSG00000254723.1	chr11	55325756	55326673	+	918
ENSG00000181961.4	chr11	55343151	55344231	+	1081
ENSG00000181958.4	chr11	55367884	55368918	+	1035
ENSG00000254891.1	chr11	55388529	55389472	+	944
ENSG00000255077.1	chr11	55411526	55411717	+	192
ENSG00000255493.2	chr11	55430478	55432370	+	1893
ENSG00000255196.1	chr11	55444435	55445338	+	904
ENSG00000181950.3	chr11	55466771	55467712	+	942
ENSG00000255294.2	chr11	55475943	55478512	+	2570
ENSG00000181943.5	chr11	55491205	55492148	+	944
ENSG00000254576.2	chr11	55506635	55511169	+	4535
ENSG00000233301.1	chr11	55537002	55537924	+	923
ENSG00000181939.3	chr11	55554307	55555419	+	1113
ENSG00000279514.2	chr11	55572128	55573060	+	933
ENSG00000172188.5	chr11	55602360	55607645	-	5286
ENSG00000181927.3	chr11	55635113	55640309	+	5197
ENSG00000174982.3	chr11	55648327	55652854	+	4528
ENSG00000181903.5	chr11	55662201	55666195	+	3995
ENSG00000254841.1	chr11	55673536	55674675	+	1140
ENSG00000188439.3	chr11	55683239	55684374	+	1136
ENSG00000254804.1	chr11	55684141	55686160	-	2020
ENSG00000254457.3	chr11	55714799	55715727	+	929
ENSG00000186886.8	chr11	55723776	55729621	+	5846
ENSG00000181837.7	chr11	55754977	55755957	+	981
ENSG00000279761.2	chr11	55773438	55774382	+	945
ENSG00000255019.1	chr11	55786964	55787905	+	942
ENSG00000186113.1	chr11	55795556	55796500	+	945
ENSG00000279395.3	chr11	55811367	55812476	+	1110
ENSG00000186119.8	chr11	55819607	55820597	+	991
ENSG00000205030.1	chr11	55827219	55828154	+	936
ENSG00000205029.1	chr11	55838752	55839738	+	987
ENSG00000186124.4	chr11	55850347	55858547	+	8201
ENSG00000255204.1	chr11	55863932	55881243	+	17312
ENSG00000255499.1	chr11	55865709	55865820	+	112
ENSG00000254547.1	chr11	55867569	55874537	-	6969
ENSG00000124900.12	chr11	55883297	55891810	+	8514
ENSG00000227806.1	chr11	55903341	55904278	-	938
ENSG00000187612.1	chr11	55913650	55914582	-	933
ENSG00000167825.3	chr11	55935456	55936400	-	945
ENSG00000255416.1	chr11	55948120	55948924	-	805
ENSG00000254807.1	chr11	55957216	55957630	-	415
ENSG00000174970.5	chr11	55965755	55969945	-	4191
ENSG00000214880.3	chr11	55979398	55980103	-	706
ENSG00000149133.1	chr11	55993681	55994625	-	945
ENSG00000182365.4	chr11	56015017	56015957	-	941
ENSG00000181785.2	chr11	56027654	56038191	+	10538
ENSG00000184741.6	chr11	56049785	56055730	+	5946
ENSG00000181780.4	chr11	56071111	56072049	+	939
ENSG00000225538.2	chr11	56082801	56084840	+	2040
ENSG00000172154.10	chr11	56093277	56094286	+	1010
ENSG00000254524.1	chr11	56097244	56097384	-	141
ENSG00000181767.3	chr11	56103687	56107658	+	3972
ENSG00000255140.1	chr11	56116639	56117256	-	618
ENSG00000181761.5	chr11	56122373	56123311	+	939
ENSG00000254848.1	chr11	56132666	56133494	-	829
ENSG00000167822.2	chr11	56134721	56140201	-	5481
ENSG00000254947.1	chr11	56142516	56143387	-	872
ENSG00000181752.3	chr11	56159394	56160317	-	924
ENSG00000255217.1	chr11	56165500	56165921	+	422
ENSG00000174957.1	chr11	56176618	56177556	+	939
ENSG00000230213.1	chr11	56188379	56189251	-	873
ENSG00000213604.4	chr11	56205125	56205625	-	501
ENSG00000254658.3	chr11	56208985	56215222	-	6238
ENSG00000181718.6	chr11	56231282	56234255	-	2974
ENSG00000172489.6	chr11	56252200	56253222	+	1023
ENSG00000181698.4	chr11	56274154	56276819	+	2666
ENSG00000181693.8	chr11	56288462	56292254	-	3793
ENSG00000255461.1	chr11	56296541	56297471	-	931
ENSG00000280314.3	chr11	56315144	56320639	+	5496
ENSG00000254722.1	chr11	56331347	56332488	-	1142
ENSG00000255134.1	chr11	56335142	56336068	+	927
ENSG00000150261.4	chr11	56345945	56347031	+	1087
ENSG00000172487.4	chr11	56354291	56361511	+	7221
ENSG00000242208.1	chr11	56357328	56358221	+	894
ENSG00000172199.1	chr11	56375624	56376553	+	930
ENSG00000254903.1	chr11	56381635	56382589	+	955
ENSG00000255466.1	chr11	56393729	56394648	+	920
ENSG00000272987.1	chr11	56412696	56413680	+	985
ENSG00000279961.2	chr11	56417258	56418232	-	975
ENSG00000230416.3	chr11	56448668	56449592	+	925
ENSG00000284732.1	chr11	56459221	56473352	-	14132
ENSG00000150269.1	chr11	56462469	56463401	-	933
ENSG00000174937.4	chr11	56469274	56473352	-	4079
ENSG00000254752.2	chr11	56476287	56484839	-	8553
ENSG00000181371.4	chr11	56490349	56491395	-	1047
ENSG00000254411.1	chr11	56495760	56496412	+	653
ENSG00000254490.1	chr11	56500300	56501271	-	972
ENSG00000254660.1	chr11	56509573	56510195	+	623
ENSG00000254603.1	chr11	56512235	56513171	-	937
ENSG00000185701.7	chr11	56526568	56527503	-	936
ENSG00000255223.4	chr11	56542262	56543281	-	1020
ENSG00000254834.4	chr11	56576736	56577787	-	1052
ENSG00000166693.7	chr11	56597426	56598362	-	937
ENSG00000255012.2	chr11	56609236	56614874	-	5639
ENSG00000255172.2	chr11	56619779	56620810	-	1032
ENSG00000197866.3	chr11	56628932	56629860	+	929
ENSG00000254795.1	chr11	56633164	56634103	-	940
ENSG00000172464.3	chr11	56641466	56642471	-	1006
ENSG00000172459.4	chr11	56663662	56664687	+	1026
ENSG00000232511.4	chr11	56667545	56674664	-	7120
ENSG00000238041.3	chr11	56690465	56690723	+	259
ENSG00000174914.2	chr11	56699095	56703884	+	4790
ENSG00000254953.1	chr11	56736316	56736462	-	147
ENSG00000181325.7	chr11	56740179	56741096	+	918
ENSG00000172457.6	chr11	56741223	56748697	-	7475
ENSG00000274770.1	chr11	56743873	56743981	+	109
ENSG00000254825.1	chr11	56751023	56751902	-	880
ENSG00000181296.3	chr11	56775261	56776206	-	946
ENSG00000255485.1	chr11	56790206	56790965	-	760
ENSG00000205025.8	chr11	56801856	56820422	-	18567
ENSG00000241356.2	chr11	56819573	56820516	-	944
ENSG00000255433.5	chr11	56848478	56878078	+	29601
ENSG00000274150.1	chr11	56890613	56927885	+	37273
ENSG00000181282.4	chr11	56970850	56972146	+	1297
ENSG00000181273.2	chr11	56988872	56989867	+	996
ENSG00000255083.2	chr11	57018100	57019021	+	922
ENSG00000273228.1	chr11	57029408	57029722	+	315
ENSG00000283307.1	chr11	57037534	57038436	+	903
ENSG00000272676.1	chr11	57045091	57045390	+	300
ENSG00000273255.1	chr11	57055587	57056132	+	546
ENSG00000183908.5	chr11	57181747	57191717	+	9971
ENSG00000134817.10	chr11	57233577	57237314	-	3738
ENSG00000149115.13	chr11	57299638	57324952	-	25315
ENSG00000254662.1	chr11	57325603	57327958	+	2356
ENSG00000149136.8	chr11	57325985	57335877	-	9893
ENSG00000109991.8	chr11	57338374	57370600	+	32227
ENSG00000156575.2	chr11	57376769	57381150	-	4382
ENSG00000186652.9	chr11	57386794	57390657	-	3864
ENSG00000254979.5	chr11	57387365	57424059	-	36695
ENSG00000134802.17	chr11	57406954	57427580	-	20627
ENSG00000252070.1	chr11	57450183	57450299	+	117
ENSG00000222998.1	chr11	57451690	57452022	+	333
ENSG00000186907.7	chr11	57460549	57477534	+	16986
ENSG00000255301.1	chr11	57476493	57477534	-	1042
ENSG00000149150.8	chr11	57484534	57515786	-	31253
ENSG00000265566.2	chr11	57528085	57528365	-	281
ENSG00000134809.8	chr11	57528463	57530803	-	2341
ENSG00000214872.8	chr11	57542641	57550274	+	7634
ENSG00000156587.15	chr11	57551656	57568284	-	16629
ENSG00000240371.1	chr11	57576292	57577080	-	789
ENSG00000149131.15	chr11	57597387	57614853	+	17467
ENSG00000254602.1	chr11	57638024	57652790	+	14767
ENSG00000208009.1	chr11	57641198	57641286	+	89
ENSG00000166793.10	chr11	57645087	57649944	-	4858
ENSG00000172409.5	chr11	57648992	57661868	+	12877
ENSG00000156599.10	chr11	57667747	57701187	+	33441
ENSG00000156603.17	chr11	57703714	57712323	-	8610
ENSG00000213593.9	chr11	57712600	57740973	+	28374
ENSG00000254462.1	chr11	57712605	57791586	+	78982
ENSG00000213592.4	chr11	57718044	57718530	-	487
ENSG00000211450.9	chr11	57741250	57743554	+	2305
ENSG00000254732.1	chr11	57742163	57793243	+	51081
ENSG00000233436.7	chr11	57743514	57751781	-	8268
ENSG00000198561.13	chr11	57753243	57819546	+	66304
ENSG00000255303.2	chr11	57861948	57873588	-	11641
ENSG00000255266.1	chr11	57870322	57870571	-	250
ENSG00000180714.3	chr11	57917297	57918239	-	943
ENSG00000254749.1	chr11	57945598	57946414	-	817
ENSG00000254601.1	chr11	58005386	58005705	+	320
ENSG00000186509.4	chr11	58023881	58181616	+	157736
ENSG00000200817.1	chr11	58026706	58026812	-	107
ENSG00000279051.4	chr11	58030930	58031931	+	1002
ENSG00000236541.1	chr11	58040708	58041660	-	953
ENSG00000255146.1	chr11	58044110	58060138	-	16029
ENSG00000254853.1	chr11	58072378	58075438	-	3061
ENSG00000255131.2	chr11	58077348	58078603	-	1256
ENSG00000272685.1	chr11	58108720	58109661	-	942
ENSG00000172377.2	chr11	58116742	58125530	-	8789
ENSG00000186508.4	chr11	58144495	58145397	+	903
ENSG00000272569.1	chr11	58171098	58171721	+	624
ENSG00000186513.3	chr11	58189070	58194053	+	4984
ENSG00000197887.4	chr11	58203202	58204181	-	980
ENSG00000280204.3	chr11	58212720	58216084	+	3365
ENSG00000180475.4	chr11	58227882	58228918	-	1037
ENSG00000254589.1	chr11	58242043	58243097	-	1055
ENSG00000172772.3	chr11	58266792	58268260	-	1469
ENSG00000272900.1	chr11	58291826	58292765	-	940
ENSG00000255218.1	chr11	58317637	58318375	-	739
ENSG00000255431.1	chr11	58343737	58344664	-	928
ENSG00000255096.2	chr11	58348989	58349630	-	642
ENSG00000255333.1	chr11	58354004	58354499	-	496
ENSG00000197786.3	chr11	58358124	58359069	-	946
ENSG00000233499.1	chr11	58365836	58366763	-	928
ENSG00000273408.1	chr11	58387583	58388486	-	904
